,nation,class,tier,prem,name,players,total battles,battles,win,draw,lose,exp,damagecaused,warshipdestroyed,aircraftdestoryed,basecapture,basedefense,survived,kill /death,agrodamage,spotdamage,hitratio
351,SN,CA,10,P,STALINGRAD #2,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
352,SN,CA,10,P,Smolensk,3643,12434,3.41,46.98,0.06,52.95,1687,79543,0.75,3.17,8.2,8.35,35.21,1.16,782392,15356,31.19
353,SN,CA,10,P,Stalingrad,1336,6287,4.71,56.64,0.0,43.36,2010,93369,0.96,4.45,5.04,6.5,40.21,1.61,1438021,26513,40.36
354,SN,CA,10,,[Moskva],0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
355,SN,DD,2,,Storozhevoi,365,924,2.53,50.87,2.06,47.08,810,29196,1.88,0.0,3.49,5.44,28.46,2.63,182389,2071,50.86
356,SN,DD,3,,Derzki,709,2638,3.72,53.49,1.29,45.22,812,29164,1.48,0.02,9.08,4.07,21.23,1.88,193328,3383,49.27
357,SN,DD,4,,Izyaslav,587,2028,3.45,49.11,2.61,48.27,807,25871,1.09,0.31,10.74,5.23,18.2,1.33,212477,4687,47.91
358,SN,DD,5,,Gnevny (old),1,43,43.0,55.81,2.33,41.86,903,24897,1.02,0.35,0.0,0.0,39.53,1.69,0,0,50.96
359,SN,DD,5,,Podvoisky,851,2749,3.23,48.82,0.04,51.15,951,16295,0.54,1.03,15.93,4.5,14.7,0.63,308351,10251,45.73
360,SN,DD,5,P,Gremyashchy,277,754,2.72,61.14,0.0,38.86,1586,37169,1.25,1.97,27.53,10.46,44.56,2.25,344176,16548,48.95
361,SN,DD,5,P,Okhotnik,549,1320,2.4,53.79,0.0,46.21,1106,25590,0.95,0.15,18.3,4.89,20.23,1.19,284294,11835,50.47
362,SN,DD,6,,Gnevny,656,1843,2.81,50.03,0.0,49.97,1135,19163,0.5,1.33,19.9,6.11,20.08,0.63,374949,13566,46.18
363,SN,DD,6,,Ognevoi (old),1,33,33.0,72.73,0.0,27.27,1299,31736,1.03,0.61,29.58,13.55,51.52,2.12,415957,15959,46.56
364,SN,DD,7,,Kiev (old),1,77,77.0,63.64,0.0,36.36,1290,44527,0.81,0.52,28.19,10.86,46.75,1.52,415960,17386,44.85
365,SN,DD,7,,Minsk,611,2309,3.78,49.11,0.04,50.84,1287,24838,0.58,1.23,24.34,6.86,22.04,0.74,440252,15959,44.83
366,SN,DD,7,P,Leningrad,478,1176,2.46,50.94,0.0,49.06,1266,24844,0.61,1.27,23.59,5.82,25.51,0.82,412377,18360,45.32
367,SN,DD,8,,Kiev,455,1435,3.15,50.03,0.0,49.97,1460,32652,0.58,2.19,23.5,7.46,26.34,0.79,547597,20913,43.04
368,SN,DD,8,,Ognevoi,540,1937,3.59,49.51,0.05,50.44,1542,30874,0.65,2.84,28.89,7.09,33.4,0.98,478370,25924,47.61
369,SN,DD,8,,Tashkent (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
370,SN,DD,9,,Tashkent,412,1490,3.62,49.19,0.0,50.81,1653,43484,0.67,1.38,23.3,8.44,33.02,1.0,691881,26218,42.07
371,SN,DD,9,,Udaloi,428,1848,4.32,48.16,0.05,51.79,1626,46366,0.76,2.03,30.56,9.65,34.9,1.17,634101,28400,46.66
372,SN,DD,9,P,Neustrashimy,41,94,2.29,50.0,0.0,50.0,1795,38036,0.73,2.26,43.45,7.12,42.55,1.27,527140,37659,46.74
373,SN,DD,10,,DD R-10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
374,SN,DD,10,,Grozovoi,716,2194,3.06,49.91,0.0,50.09,1600,42584,0.64,3.97,33.53,7.87,32.27,0.94,630039,36883,45.89
375,SN,DD,10,,Khabarovsk,473,1288,2.72,49.69,0.0,50.31,1608,55384,0.68,2.93,20.76,8.76,35.25,1.05,920137,35293,42.85
376,SN,DD,10,,[Grozovoi],0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
377,US,BB,3,,South Carolina,2715,9148,3.37,46.1,0.67,53.24,831,35531,1.27,0.03,6.12,17.12,45.12,2.31,358124,1762,36.53
378,US,BB,4,,Wyoming,3495,15524,4.44,48.2,0.61,51.19,884,43520,1.22,2.65,6.43,16.67,45.32,2.23,455661,2718,29.77
379,US,BB,4,P,Arkansas Beta,306,598,1.95,57.02,0.0,42.98,992,50743,1.45,0.0,7.36,11.19,40.47,2.44,494345,4333,27.23
380,US,BB,5,,New York,4843,21877,4.52,48.42,0.04,51.55,1020,32032,0.56,1.81,2.33,4.14,35.15,0.86,668987,8439,23.29
381,US,BB,5,P,Texas,2109,6129,2.91,50.55,0.0,49.45,1198,37566,0.7,4.81,3.66,4.54,36.34,1.1,702101,9193,25.69
382,US,BB,6,,New Mexico,4818,23971,4.98,49.01,0.05,50.94,1140,37557,0.61,3.25,3.2,4.38,36.24,0.96,818437,10220,23.58
383,US,BB,6,P,Arizona,1775,4985,2.81,51.37,0.04,48.59,1203,39775,0.65,2.44,2.96,4.41,37.73,1.04,857722,11124,25.3
384,US,BB,6,P,W. Virginia 1941,733,1766,2.41,54.36,0.0,45.64,1374,54495,0.91,2.33,3.71,4.44,39.58,1.51,841597,10314,27.29
385,US,BB,7,,Colorado,3849,21618,5.62,47.69,0.04,52.28,1255,45141,0.6,2.62,2.45,4.46,38.37,0.97,901619,11439,25.6
386,US,BB,7,P,California,642,2188,3.41,52.97,0.05,46.98,1526,54514,0.77,4.68,3.47,4.79,42.92,1.35,861869,12687,28.17
387,US,BB,8,,North Carolina,4832,26383,5.46,46.96,0.04,53.0,1302,50467,0.6,4.69,3.14,3.54,35.0,0.92,1023841,14214,25.34
388,US,BB,8,P,Alabama,1065,2947,2.77,49.13,0.0,50.87,1517,55730,0.7,5.18,3.97,3.8,36.85,1.11,1097055,15968,26.91
389,US,BB,8,P,Alabama ST,9,30,3.33,70.0,0.0,30.0,1753,88581,1.37,4.8,9.1,1.57,46.67,2.57,1165377,19184,31.87
390,US,BB,8,P,Massachusetts,4117,19550,4.75,52.56,0.05,47.4,1620,63301,0.84,6.12,4.95,5.16,33.12,1.26,1231661,17142,27.61
391,US,BB,8,P,Massachusetts B,899,2605,2.9,57.04,0.0,42.96,1803,75514,1.11,6.76,5.79,6.04,35.32,1.72,1303804,18160,29.62
392,US,BB,9,,Iowa,4181,22363,5.35,46.95,0.03,53.03,1361,60274,0.61,2.58,3.2,3.67,33.58,0.92,1239562,18416,29.64
393,US,BB,9,P,Georgia,4725,21955,4.65,52.65,0.02,47.32,1584,77827,0.89,3.01,4.45,5.1,31.5,1.3,1323199,20162,36.67
394,US,BB,9,P,Missouri,1429,4107,2.87,54.03,0.02,45.95,1788,74701,0.89,2.89,5.47,5.09,36.23,1.4,1287126,21648,32.55
395,US,BB,10,,Montana,5018,21892,4.36,48.9,0.04,51.06,1667,77500,0.7,3.57,2.77,3.6,38.77,1.14,1585867,23174,27.73
396,US,BB,10,P,Ohio,686,2381,3.47,54.26,0.13,45.61,1955,99206,0.98,4.64,3.81,4.57,34.9,1.51,1729033,25003,33.15
397,US,BB,10,,[Montana],0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
398,US,CA,1,,Erie,1797,3913,2.18,48.76,2.38,48.86,876,17547,3.05,0.0,2.91,14.83,44.42,5.49,91957,469,50.09
399,US,CA,2,,Chester,2972,6925,2.33,48.12,1.99,49.89,734,23565,1.34,0.0,3.95,13.77,34.76,2.05,232306,1312,53.48
400,US,CA,2,P,Albany,207,381,1.84,55.64,1.31,43.04,847,25512,1.48,0.0,2.66,14.35,38.58,2.41,229375,2031,51.82
401,US,CA,3,,St. Louis,3888,12785,3.29,50.34,0.99,48.67,822,30951,1.28,0.03,7.35,16.91,37.55,2.05,333276,2358,44.29
402,US,CA,3,P,Charleston,2574,10382,4.03,50.85,0.74,48.41,748,30375,1.24,0.04,6.6,16.09,37.66,1.99,325627,2486,41.15
403,US,CA,4,,Phoenix,3034,12459,4.11,46.9,3.93,49.17,870,29114,1.02,0.95,6.24,9.8,22.92,1.32,307074,3169,42.2
404,US,CA,5,,Omaha,4927,23385,4.75,49.33,0.07,50.61,916,17701,0.41,1.45,3.39,4.44,14.44,0.48,417434,7631,28.74
405,US,CA,5,P,Marblehead,1227,3264,2.66,48.99,0.0,51.01,909,18722,0.42,0.59,3.35,4.72,12.99,0.48,431720,8169,30.82
406,US,CA,5,P,Marblehead Lima,193,650,3.37,51.54,0.0,48.46,1025,23592,0.54,0.6,4.47,5.82,20.62,0.68,410643,8299,31.59
407,US,CA,6,,Cleveland (old),2,43,21.5,62.79,0.0,37.21,1211,39206,1.09,4.35,6.77,4.3,34.88,1.67,646846,16019,31.1
408,US,CA,6,,Dallas,2749,11055,4.02,48.56,0.01,51.43,1058,24504,0.48,4.84,5.23,6.04,23.67,0.63,516732,9962,29.29
409,US,CA,6,,Pensacola,3854,15394,3.99,49.51,0.03,50.46,1037,24458,0.46,4.08,3.91,4.7,22.45,0.59,530531,9162,31.19
410,US,CA,7,,Helena,2085,9936,4.77,48.07,0.03,51.9,1216,33454,0.57,3.51,5.39,6.16,25.28,0.76,541562,10603,28.5
411,US,CA,7,,New Orleans,2968,12874,4.34,49.45,0.05,50.5,1210,31525,0.49,3.09,5.11,5.68,26.02,0.66,585514,11084,32.78
412,US,CA,7,,Pensacola (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
413,US,CA,7,P,Atlanta,2543,7988,3.14,50.8,0.04,49.16,1430,32173,0.65,4.22,7.04,6.61,23.61,0.85,473575,11113,27.18
414,US,CA,7,P,Boise,336,887,2.64,52.09,0.0,47.91,1354,34726,0.58,3.26,6.02,6.74,31.34,0.84,665833,12710,31.68
415,US,CA,7,P,Flint,258,567,2.2,57.85,0.0,42.15,1729,47378,0.92,5.42,14.39,7.52,33.69,1.39,485651,10574,31.93
416,US,CA,7,P,Indianapolis,541,1132,2.09,48.5,0.0,51.5,1275,30672,0.47,2.63,4.77,6.67,21.38,0.6,565428,11474,33.27
417,US,CA,8,P,Anchorage,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
418,US,CA,8,,Baltimore,3013,12872,4.27,48.99,0.02,50.99,1334,36037,0.51,4.38,5.94,6.26,24.67,0.68,678255,14270,34.07
419,US,CA,8,,Cleveland,4011,15051,3.75,50.48,0.02,49.5,1372,40141,0.55,4.23,6.17,7.11,27.09,0.75,623292,13371,28.76
420,US,CA,8,,New Orleans (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
421,US,CA,8,P,AL Montpelier,690,3724,5.4,48.9,0.0,51.1,1466,38890,0.55,5.09,6.62,7.61,28.87,0.77,648215,14250,27.67
422,US,CA,8,P,Wichita,333,1150,3.45,54.09,0.0,45.91,1486,39979,0.56,3.82,6.33,5.95,30.52,0.81,719764,15400,35.52
423,US,CA,9,,Baltimore (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
424,US,CA,9,,Buffalo,1885,9128,4.84,47.87,0.05,52.07,1384,46984,0.55,2.17,5.61,7.51,29.21,0.78,785985,16916,34.14
425,US,CA,9,,Seattle,1828,8184,4.48,46.86,0.02,53.12,1381,47143,0.55,2.79,6.47,8.45,31.74,0.81,787533,16910,30.19
426,US,CA,9,,Alaska,3468,13634,3.93,53.62,0.04,46.34,1631,65904,0.77,2.63,6.34,6.14,36.89,1.22,1151868,21488,35.01
427,US,CA,9,P,Alaska B,437,1217,2.78,52.83,0.08,47.08,1630,65840,0.8,2.38,6.4,6.67,36.15,1.25,1140342,21218,34.64
428,US,CA,10,,Des Moines,4463,17475,3.92,50.45,0.03,49.51,1728,64511,0.7,3.18,7.34,7.14,29.96,1.0,978529,21425,33.57
429,US,CA,10,P,Puerto Rico,971,2705,2.79,51.39,0.0,48.61,1692,67379,0.65,3.58,4.45,5.61,37.23,1.04,1383783,24645,29.77
430,US,CA,10,P,Salem,1202,4661,3.88,48.34,0.09,51.58,1528,63729,0.67,3.24,6.82,5.78,28.51,0.94,1043214,19079,33.02
431,US,CA,10,,Worcester,2528,8795,3.48,47.82,0.07,52.11,1588,63152,0.64,4.36,7.36,8.14,35.24,0.99,904342,19480,26.16
432,US,CV,4,,Langley,4168,18797,4.51,49.61,0.83,49.56,693,26700,0.67,3.45,0.91,19.54,59.41,1.65,142306,7709,0.0
433,US,CV,4,,Langley (old),1,19,19.0,36.84,0.0,63.16,460,17545,0.53,10.0,0.0,6.58,36.84,0.84,111660,11517,0.0
434,US,CV,5,,Bogue (old),1,34,34.0,47.06,0.0,52.94,655,19368,0.68,13.82,0.0,0.5,38.24,1.1,203301,21016,0.0
435,US,CV,6,,Independence (old),1,11,11.0,45.45,0.0,54.55,845,19699,0.64,7.73,0.0,5.73,27.27,0.88,266725,34252,0.0
436,US,CV,6,,Ranger,3454,15849,4.59,48.28,0.03,51.69,1125,31335,0.56,3.5,0.28,10.6,57.75,1.33,182163,25616,0.0
437,US,CV,7,,Ranger (old),1,34,34.0,41.18,0.0,58.82,910,34649,1.0,11.44,0.0,3.62,58.82,2.43,197347,31364,0.0
438,US,CV,7,P,Saipan (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
439,US,CV,8,P,Enterprise (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
440,US,CV,8,,Lexington,2314,11486,4.96,48.59,0.06,51.35,1474,51450,0.75,4.17,0.4,11.03,68.2,2.36,229083,43047,0.0
441,US,CV,8,,Lexington (old),1,8,8.0,62.5,0.0,37.5,919,31366,0.63,11.5,0.0,0.13,62.5,1.68,299646,39625,0.0
442,US,CV,8,P,Enterprise,545,1472,2.7,57.4,0.0,42.6,1931,66368,1.13,6.1,0.89,16.73,78.74,5.32,216797,51056,0.0
443,US,CV,8,P,Saipan,465,1440,3.1,51.46,0.0,48.54,1546,57943,0.82,3.64,0.88,10.52,75.35,3.33,196534,44362,0.0
444,US,CV,9,,Essex (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
445,US,CV,10,P,Franklin D. Roosevelt,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
446,US,CV,10,,Midway,1771,8082,4.56,48.91,0.04,51.05,1743,79378,0.9,5.16,0.43,12.33,72.82,3.31,303372,72813,0.0
447,US,CV,10,,Midway (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
448,US,CV,10,,[Midway] (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
449,US,DD,2,,Sampson,1897,5007,2.64,49.01,3.93,47.05,773,28143,1.65,0.0,3.2,5.88,27.34,2.27,190475,1469,54.37
450,US,DD,2,P,Smith,2153,5579,2.59,45.58,3.78,50.64,766,23977,1.44,0.0,3.17,6.25,24.25,1.9,180450,1559,53.35
451,US,DD,3,,Wickes,2633,9874,3.75,48.12,3.17,48.71,789,27735,1.26,0.04,5.85,3.96,17.5,1.53,192133,2549,52.18
452,US,DD,4,,Clemson,4092,19056,4.66,49.02,5.25,45.73,815,30716,1.31,0.12,9.3,4.74,20.63,1.65,221866,3965,50.77
453,US,DD,5,,Nicholas,3705,15950,4.3,47.57,0.03,52.4,861,13506,0.45,1.68,13.29,3.28,14.2,0.52,282756,10451,39.15
454,US,DD,5,P,Hill,254,575,2.26,57.74,0.17,42.09,1194,24326,0.82,2.59,22.02,6.79,26.09,1.11,317142,12142,43.82
455,US,DD,6,,Farragut,2775,11397,4.11,47.83,0.04,52.14,1030,16528,0.45,1.51,17.97,3.95,17.52,0.55,353405,12066,36.2
456,US,DD,6,P,Monaghan,361,870,2.41,53.1,0.0,46.9,1257,24585,0.67,2.93,24.4,5.27,28.51,0.94,374662,15906,41.93
457,US,DD,7,,Mahan,2468,11211,4.54,48.6,0.04,51.37,1224,19685,0.48,0.94,21.84,4.63,21.35,0.61,367946,15690,36.96
458,US,DD,7,P,Sims,825,2630,3.19,51.41,0.04,48.56,1362,21583,0.51,2.3,25.89,5.79,27.03,0.7,403154,18519,38.02
459,US,DD,7,P,Sims B,160,330,2.06,52.12,0.0,47.88,1580,27313,0.74,2.51,31.36,6.21,30.61,1.07,400727,20588,40.91
460,US,DD,8,,Benson,2070,9741,4.71,47.97,0.03,52.0,1299,23794,0.51,2.09,28.22,4.81,24.91,0.68,418811,22104,39.82
461,US,DD,8,P,Kidd,1085,3649,3.36,53.77,0.05,46.18,1616,28513,0.62,5.99,31.43,6.08,35.93,0.97,529604,25955,41.17
462,US,DD,9,,Fletcher,2349,12621,5.37,46.67,0.01,53.32,1366,33382,0.62,1.57,31.47,5.6,26.71,0.85,420482,27832,38.67
463,US,DD,9,P,Benham,777,2797,3.6,56.02,0.04,43.94,1798,51420,0.98,0.79,39.09,6.31,41.72,1.68,433650,40488,40.0
464,US,DD,9,P,Black,317,848,2.68,55.66,0.0,44.34,1696,44343,0.79,1.38,40.51,8.81,40.8,1.33,441434,36290,41.83
465,US,DD,10,,Gearing,3078,13656,4.44,47.85,0.03,52.12,1484,39971,0.55,1.93,30.5,4.85,26.62,0.75,445021,34551,39.24
466,US,DD,10,P,Somers,447,2056,4.6,54.09,0.05,45.87,1767,58819,0.84,0.15,40.48,6.19,39.88,1.4,461009,47157,41.89
467,US,DD,10,,[Gearing],0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
