,Player,Battles_R,Rank,Winrate_R,Avg.frags_R,Avg.damage_R
10946,SweepJeebus,34,10,50,0.76,39219
10946,Boofuss,14,12,50,0.21,35004
10946,MASTERPEDRO343,18,12,50,0.61,77623
10946,Player_8562262310,16,12,50,0.31,16776
10946,Cali_Princess,80,10,50,0.59,38472
10946,CommodoreHorton,26,10,50,0.81,46522
10946,Capt_Couch,26,10,50,0.62,53128
10946,MINESTRA_,18,11,50,0.67,46310
10946,Marcostoma,40,10,50,0.55,32167
10946,Hornblower_1970,34,11,50,0.79,43007
10946,Savo_Ghost,20,11,50,0.85,74559
10946,Captain_Offencoch,36,9,50,0.69,62162
10946,avghunh,26,12,50,0.58,30010
10946,Systemattik,118,10,50,0.5,44533
10946,crusty_crab,18,12,50,0.28,37029
10946,FernandoSch,26,10,50,0.58,32232
10946,Patrick_358,16,13,50,0.56,32638
10946,platypusduck,20,11,50,0.5,75902
10946,Admiral_Jaylene,20,12,50,0.3,36722
10946,Dabom60,14,11,50,0.86,62039
10946,PFC_Gladiator,48,10,50,0.62,40129
10946,Dieter_Porterfield,14,12,50,0.64,32021
10946,LeaoDeJudah,270,5,50,0.81,55929
10946,TheDyingYAK,18,11,50,0.44,37526
10946,AdmiralNelson94,82,10,50,0.63,40697
10946,Alchemist_fuer,24,11,50,0.88,62905
10946,Star_Fighter_N1K5_96,24,11,50,0.88,58444
10946,Paraytepuy,20,11,50,0.65,67246
10946,Proconsul_of_War,18,11,50,0.5,32674
10946,68W38Witchdoctor1,46,9,50,0.76,69946
10946,USTRANSCOM,56,10,50,0.91,68200
10946,steloflsd,32,10,50,0.72,60616
10946,RastusRigas,20,15,50,0.4,20260
10946,rwalcher,68,10,50,0.44,33066
10946,laplajoc,30,9,50,0.5,55904
10946,matthewfgb,22,13,50,0.5,52985
10946,doubledash,20,13,50,0.4,15026
10946,IsThisGhost,14,12,50,0.71,37611
10946,36thFink,44,9,50,0.86,46641
10946,Hans__Langsdorff,28,10,50,0.57,43103
10946,Batalex2,34,10,50,0.41,37311
10946,The_Weasel_King,22,11,50,0.59,39924
10946,LoneStar_Texan,20,10,50,0.7,37757
10946,Akeno_misaki_,18,13,50,0.5,43285
10946,Nakudo92,36,10,50,0.78,31366
10946,Greuter29,32,10,50,0.75,53482
10946,LUJQ,50,11,50,0.62,43371
10946,crazynewt76,16,14,50,0.75,47409
10946,TheNorsePantheon,28,10,50,1.21,68162
10946,nthompson6643,24,11,50,0.54,48036
10946,Killerkillerbob,32,10,50,0.75,32663
10946,paulrobo_86,26,11,50,0.46,22396
10946,John370,28,10,50,0.36,48309
10946,HMSBel,28,10,50,1.07,58178
10946,Eisini,50,11,50,0.78,69050
10946,W0lftrax,32,11,50,0.56,21465
10946,HansWithDaGas,50,10,50,1.02,66714
10946,LastNightStarsWind,58,9,50,0.62,54535
10946,Lord_Doom79,18,10,50,0.33,40610
10946,StevieJWonder,22,10,50,0.82,43941
10946,sdeisen_8,154,8,50,0.59,52028
10946,schvettyballsoup,44,11,50,0.52,39585
10946,Beanyboy_79,16,10,50,0.62,38116
10946,General_Miles,16,11,50,0.69,34310
10946,Neptunes_Bastard,26,10,50,0.88,56366
10946,See_Kokkerot,26,11,50,0.85,82466
10946,ick6411,26,10,50,0.81,40972
10946,Pokerfaced,14,14,50,1.0,59917
10946,t0mDC,30,12,50,0.67,57574
10946,Gh532,70,10,50,0.86,62979
10946,GinjaNinjaBJJ,18,11,50,0.5,32915
10946,wberbert,228,8,50,0.77,53037
10946,Timmmaaay,50,10,50,0.76,76619
10946,weakspleen,18,11,50,0.5,50173
10946,Perseidz,16,10,50,1.06,67248
10946,Coded91,18,11,50,0.67,39318
10946,FazCraft8709,18,11,50,0.39,58102
10946,CptJohnMcCAIN,18,10,50,0.28,24735
10946,M1KEMMAN,30,11,50,0.83,51526
10946,dad_70,38,10,50,0.47,28804
10946,masterd2,74,8,50,0.88,65161
10946,El_Meroreador,26,11,50,1.04,74911
10946,_Schizer_,18,10,50,0.67,49416
10946,Erikita_badu,34,11,50,0.29,33806
10946,KevKev_destroyer,18,10,50,0.22,40824
10946,jeannvaljean,28,10,50,0.82,70884
10946,Wyatt578,14,12,50,0.36,37132
10946,Vector408,20,12,50,0.75,62589
10946,Cammie45,20,11,50,1.0,66818
10946,Kingsmandestroyer,28,14,50,0.54,44177
10946,Yoder6692,46,9,50,0.67,41338
10946,Captain_McCrackin,78,9,50,0.58,38600
10946,Salty_Dog0416,42,10,50,0.24,14335
10946,ArcueidVain,22,10,50,0.77,67277
10946,ao1wasplhd1,24,10,50,0.62,64021
10946,robertmarkm,14,12,50,1.21,51427
10946,di_cba,42,12,50,0.33,29313
10946,Piknik705,22,12,50,0.68,69998
10946,TrapLord17,26,11,50,0.58,51894
10946,Nammu,50,10,50,0.76,63741
10946,Wolfhighlander,22,11,50,0.59,50133
10946,AngelCrossQAQ,24,10,50,0.5,68693
10946,routerhead,236,9,50,0.45,43245
10946,ZigZags_1972,34,11,50,0.47,33217
10946,da_muffinman,44,12,50,0.64,68280
10946,Nightmareoftheseas,108,9,50,0.72,41468
10946,CtrRenato,14,12,50,0.36,23644
10946,Ninrodd,110,9,50,0.38,38084
10946,Glory_of_FN,28,10,50,0.75,65931
10946,2Sirius,22,11,50,1.18,82624
10946,KaiFam123,42,10,50,0.64,57772
10946,TheAesirWarrior,14,10,50,0.79,57281
10946,Spirit_o_A,18,12,50,0.39,42701
10946,Renegade_Viking,18,11,50,0.44,29263
10946,diegoinzulza,20,13,50,0.3,31661
10946,AntiFusa15,54,10,50,0.78,67957
10946,WunderKraut,46,11,50,0.5,37633
10946,UNCLE_FISTR,26,10,50,0.58,63262
10946,tagier44,28,11,50,0.39,38792
10946,0NutsNBolts0,34,11,50,0.85,46794
10946,SBWGCNMB,38,10,50,0.45,61229
10946,SorkC,40,10,50,0.15,19468
10946,Marconicok,14,13,50,0.36,49978
10946,Ultra__Violet,30,10,50,0.53,55832
10946,Coolj2782,42,10,50,0.83,63300
10946,vtmarine_iron,18,11,50,0.5,42457
10946,Dragonice8,20,11,50,0.85,50753
10946,delfino911,76,10,50,0.72,46045
10946,junkill17,18,10,50,0.94,53301
10946,lone5wolf25,40,10,50,0.62,42609
10946,Patient_X,14,11,50,0.36,24340
10946,lil_boots,28,11,50,0.54,48138
10946,Pirata_Morgan1,66,11,50,0.44,36103
10946,Qualestor,34,11,50,0.59,36108
10946,vagos2379,40,10,50,0.4,33933
10946,scastle32,24,11,50,0.54,37021
10946,TheGingerDragon,26,10,50,0.54,52753
10946,DerKaiser_,28,12,50,0.71,57318
10946,dgb105,14,10,50,0.79,54131
10946,GilMetalero17,26,10,50,0.58,56211
10946,1942236117,18,10,50,0.67,41945
10946,Dinolasers,22,12,50,1.14,53808
10946,TWalts9,18,11,50,1.11,80020
10946,Ibbertson,34,10,50,0.41,47633
10946,ESCB,68,9,50,0.46,48299
10946,mashaaca_1,16,11,50,0.5,36661
10946,Hawk518,68,10,50,0.38,37311
10946,Aaron_Zuniga_Sanshez,16,14,50,1.0,48812
10946,BAbobber,20,10,50,0.45,43996
10946,johnny_turk,16,11,50,0.56,50224
10946,bob10soccer,20,14,50,0.4,50340
10946,Baichuan,78,7,50,0.85,56184
10946,ANGUS2000,16,11,50,0.75,51005
10946,Maitane1962,14,13,50,0.79,32268
10946,Sickle193,76,11,50,0.45,34404
10946,woodfu,20,10,50,0.55,36220
10946,RHN_ND,20,13,50,0.5,47052
10946,MX_ESheep,60,9,50,0.88,44518
10946,Sammo_2018,28,10,50,0.68,33093
10946,xXCOBRAXx_2018,30,11,50,0.5,50491
10946,Admiral_Hawkeye89,24,10,50,0.79,58497
10946,merci1964,104,10,50,0.51,37851
10946,M98R,34,10,50,0.56,45067
10946,einhartly,16,11,50,1.31,88382
10946,IJNyamato1990,18,11,50,1.06,64067
10946,islachan98,16,12,50,0.62,61987
10946,CWD_007,14,12,50,0.79,47586
10946,PiratesRule9,26,10,50,0.85,81558
10946,DatFatBoi2175,32,11,50,0.62,46808
10946,Tbone87_Scott_TS,52,9,50,0.33,35978
10946,SixPence_NoneTheRicher,22,10,50,0.55,40742
10946,sleepingiant,14,12,50,0.57,52790
10946,iqerick,114,9,50,0.51,36575
10946,Collin_Szczygiel,28,10,50,0.71,57994
10946,GR0077,22,13,50,0.36,31235
10946,Malladda,58,8,50,0.9,44917
10946,kingFGB,46,10,50,0.83,42174
10946,nikos_andrio,336,3,50,0.63,40515
10946,NocturnalEye,68,10,50,0.79,46752
10946,Ranting_,22,13,50,0.91,35631
10946,CaptCrabbyPants,20,10,50,0.95,67230
10946,Dwaino1961,20,11,50,0.75,60292
10946,drew2541,26,11,50,0.85,74224
10946,Mondstein,24,10,50,0.54,68299
10946,keithstones,36,10,50,0.61,53583
10946,DGfubar,250,5,50,0.85,57433
10946,Remyngton27,16,10,50,1.0,54528
10946,Zeelios_1,18,12,50,0.67,40315
10946,seahunter72,58,10,50,0.6,37170
10946,Jmacc_defender,206,5,50,0.61,32333
10946,Ryougi_SKI,18,10,50,0.72,52796
10946,kinkatoki,18,11,50,0.39,48305
10946,PIMP_,22,11,50,0.86,54656
10946,Munificient_Mumfurt,54,9,50,0.61,52373
10946,Shivalian,30,10,50,1.13,74377
10946,FxdwngMedic,76,9,50,0.61,35764
10946,rootintootinshellshootin,40,10,50,0.78,65853
10946,SEA_DOO,34,11,50,0.44,24970
10946,doctor_noob,16,10,50,0.94,41943
10946,Fur_Trapper,42,10,50,0.36,22888
10946,Wak0x,44,10,50,0.45,26206
10946,AegeanTear,26,10,50,0.5,45259
10946,YugureChan,18,11,50,0.5,53294
10946,xfx1964,112,8,50,0.54,42747
10946,Waris_Hi,30,10,50,0.37,44224
10946,HiImBadass,80,9,50,0.64,60359
10946,Conquistador63,18,11,50,0.39,29600
10946,AmerigoMateoVespucci,14,14,50,0.5,44934
10946,Dragonfire__2,80,8,50,0.52,36210
10946,RINSN,16,10,50,1.06,79980
10946,Baron_O_Beefdip,18,10,50,0.56,57548
10946,EvilerAxis,24,12,50,0.62,48401
10946,Canoewithtorps,16,10,50,0.62,36770
10946,KGB1949,32,10,50,0.88,73180
10946,FOURRONER,32,11,50,0.66,45337
10946,Foehammer99,48,10,50,0.44,44238
10946,snabru,14,14,50,0.29,44579
10946,scozean,18,11,50,0.33,38391
10946,Yay_Yay_Yay_Yay,14,14,50,1.29,80026
10946,realwizer,64,10,50,0.75,55420
10946,maxop87,38,10,50,0.47,29340
10946,martin_tenbones,44,8,50,0.77,34327
10946,Super_C,66,10,50,0.61,46955
10946,CaptainGrosseGraine,28,10,50,1.07,51358
10946,Hanyi_Badger,26,11,50,0.88,55310
10946,Rinkeji,36,10,50,1.08,54903
10946,Amine_ash,40,10,50,0.8,55665
10946,TreeWiddit,32,11,50,1.09,78657
10946,Venalis21,18,13,50,0.72,60735
10946,DynamoRally,74,10,50,0.35,29309
10946,PapaWoody71,46,10,50,0.46,33680
10946,jacobdabos,96,8,50,0.62,39976
10946,AndeersonM05,40,10,50,0.95,66574
10946,F3lipe_perez_7,28,10,50,0.93,53193
10946,Judgedjoker_1,34,10,50,0.56,52741
10946,Areaner,20,10,50,0.9,64700
10946,Bonzo150,34,9,50,0.74,36606
10946,HIcingRanchan,20,11,50,0.95,71860
10946,MrBuckHorris,22,11,50,0.77,58402
10946,DrewbieRoks,66,9,50,0.42,28593
10946,WeaponisedAutism,80,10,50,0.7,62408
10946,BlackUrsus,22,12,50,1.09,87340
10946,thebarnburner,32,10,50,0.66,58071
10946,Usaku_Madik,42,9,50,0.88,38986
10946,sergiojf,42,11,50,0.55,42658
10946,mjhovestadt1,28,10,50,0.82,67751
10946,whitewidd0w,16,14,50,0.31,49965
10946,rrrrookie,54,9,50,0.57,44435
10946,mag72070,100,9,50,0.6,35483
10946,CleveTheSky,26,10,50,0.19,20736
10946,GHBCSPZW,22,11,50,0.55,61547
10946,bblack2515,130,7,50,0.78,50245
10946,longrod_383,30,10,50,0.53,38698
10946,AusDougMac67,28,12,50,0.25,30334
10946,cesar_empalador,68,9,50,0.68,55069
10946,AliMiGhtyDucK2,44,10,50,0.5,42208
10946,Comet_5467,14,13,50,0.43,43091
10946,123tonyzhou,18,13,50,1.17,79752
10946,bkirk_invader,28,10,50,0.64,51296
10946,Frohjoe,44,9,50,0.86,68972
10946,Winnower73,14,12,50,0.36,38984
10946,Jmonnz,14,10,50,0.36,24651
10946,Jefferson_070809,14,15,50,1.0,59449
10946,DJG2020,14,10,50,0.64,68920
10946,Marine_513,98,8,50,0.7,57921
10946,Stranger_TK,42,10,50,0.43,37902
10946,Louisjfl,56,10,50,0.46,45429
10946,xxxSELVAxxx,18,12,50,0.39,47597
10946,A3pheta3ine,16,10,50,1.31,73518
10946,TheBigBadWolf8u,46,12,50,0.5,47178
10946,Derpysaurus_101,16,12,50,0.31,54458
10946,BigMonkey125,16,12,50,0.5,33838
10946,Okammunist,26,10,50,0.69,74332
10946,A_kon,34,10,50,0.82,57742
10946,Mathias1981,74,9,50,0.62,41648
10946,recl00sive,60,9,50,0.48,49281
10946,Djzambie,14,11,50,0.57,49387
10946,Spencafish,104,9,50,0.61,63390
10946,87cncnu,32,11,50,0.44,65513
10946,CaptainLuckyStar,140,9,50,0.41,34193
10946,Adm_Lionel,22,11,50,0.5,67860
10946,Kujo_Miyako,60,8,50,0.68,70805
10946,AmerigoMateoVespucci2,22,11,50,0.68,57864
10946,PoonVeteran69,16,9,50,1.06,61524
10946,GEGE_YUE,14,11,50,0.86,59885
10946,Potatowoodduck,18,10,50,0.83,51555
10946,Vengeful_Spirit_XVI,58,9,50,0.79,64368
10946,PYROMANIA_hadano,52,11,50,0.75,48887
10946,Iceman_star,14,10,50,0.86,20151
10946,NTUSER_DAT,14,14,50,0.71,62677
10946,Levin55,24,12,50,0.71,39926
10946,celticboy27,22,10,50,0.91,58188
10946,rattus_maximus,18,11,50,0.61,40864
10946,JohnnyTooGood,142,5,50,0.84,41500
10946,uZ_katsuragi,70,8,50,1.0,60682
10946,Custodum,40,10,50,0.7,63123
10946,Caballeroass_CENT,40,9,50,1.05,64442
10946,DeuceOfClubs,300,5,50,0.53,33887
10946,Sakuranbou,28,12,50,0.57,47431
10946,NaThAnIeL930,86,9,50,0.71,54461
10946,Herman_lhm,26,10,50,0.42,58002
10946,Jason_the_Awesome,60,9,50,0.75,70152
10946,gchoade,60,9,50,0.6,44171
10946,Spaardacus,50,9,50,0.42,55211
10946,Junior_70_sniper,72,10,50,0.69,51591
10946,KeroseneNA,26,10,50,0.46,26818
10946,SoThirsty,76,10,50,0.71,58761
10946,ilium55,18,10,50,0.56,54518
10946,YosefNellsen,14,14,50,0.57,62784
10946,Karl1223_1,20,12,50,0.7,56145
10946,Neneato,22,11,50,0.55,68208
10946,Stobor44,30,9,50,0.63,44396
10946,ARABelgrano_2020,20,10,50,0.85,49725
10946,imbt_ayrton,16,14,50,0.12,37205
10946,Asura3791,128,8,50,0.77,42695
10946,rustypoptart,36,11,50,0.86,56784
10946,V3n0m_007,34,12,50,0.15,14957
10946,TheFreeman008,14,14,50,0.5,51761
10946,Demonetization,30,10,50,0.93,56767
10946,PRC_PLA_Navi,44,9,50,1.2,75413
10946,DeagleX,134,9,50,0.67,36782
10946,BOT_114514,20,10,50,0.5,40258
10946,1crazy_canadian,26,12,50,0.27,36676
10946,Zortrenus,18,11,50,0.17,23058
10946,43to8,16,13,50,0.19,21530
10946,xiaozhaibai,40,11,50,0.42,42700
10946,Sotobro,16,11,50,0.5,47554
10946,HairyThunder,18,11,50,0.28,14676
10946,ThePanzerKing41,34,10,50,0.56,53874
10946,MovingTargets7,22,11,50,0.55,66130
10946,Qwisatz_Haderach,26,10,50,1.08,66191
10946,cyberkeeper,34,11,50,0.62,43135
10946,SirTorpsAlot,22,10,50,0.36,28914
10946,terriblelobster,14,11,50,0.29,37669
10946,SAJDHAH,26,11,50,0.88,79386
10946,Fraudsters,20,10,50,0.85,72669
10946,AdalbertSchneider,84,9,50,0.86,74601
10946,Thor_829,22,11,50,0.36,43952
10946,GleitonGuima2717,94,9,50,0.41,36140
10946,Zedexis,26,10,50,0.58,26592
10946,Krin_TR,20,13,50,0.65,42680
10946,Gaze96,38,10,50,0.42,37962
10946,aisitainanle,22,12,50,0.68,51310
10946,ColossalBungus,20,12,50,0.65,71779
10946,XL_taijiu,20,10,50,1.15,88045
10946,specz0r,22,10,50,0.73,56764
10946,gary186,302,5,50,0.41,38829
10946,pineapple_peedza,14,10,50,0.86,62786
10946,afr1ku5h,186,8,50,0.59,47970
10946,FredMachado,168,7,50,0.38,33904
10946,Dopen,42,9,50,0.81,57831
10946,_Zombiescantswim_,68,10,50,0.75,48517
10946,JJC_1410,18,11,50,0.94,78594
10946,General_Furious_Vorkon,18,10,50,0.83,66454
10946,TheFlyingDutchman_gunner,18,10,50,0.72,60817
10946,Omektiklan,14,14,50,0.14,17315
10946,Souza_SB,22,10,50,0.41,28858
10946,daslimpet1,20,11,50,0.25,20175
10946,abbottdan2,26,10,50,0.46,45349
10946,nicoep_17,22,10,50,0.64,50683
10946,tahoot,18,14,50,0.28,46212
10946,Trifoliate,28,10,50,0.43,45118
10946,WillyWonkaaaa,32,10,50,0.59,61683
10946,Prank_Invasion,838,3,50,0.48,34469
10946,Admiral_Bloodsword,14,11,50,0.64,69368
10946,Mochniy_peregar,54,10,50,0.56,53700
10946,Kiko_Muzi,36,11,50,0.61,53260
10946,fsamuel346,82,10,50,0.62,60772
10946,FMagellan,48,10,50,0.62,42922
10946,Captain_Shanks_1,20,11,50,0.65,35411
10946,Gustav_CC,90,10,50,0.28,22580
10946,TexasTom1970,30,11,50,0.63,42073
10946,JubilewDistroyer,30,11,50,0.63,34883
10946,Oligarchy_82,16,12,50,0.69,48886
10946,captanslug64,14,14,50,0.07,35539
10946,Digo_ftto,18,12,50,0.39,45552
10946,Tiberions,88,9,50,0.55,43382
10946,Daniel2016_2020_1,18,13,50,0.17,23971
10946,VypreStrike,14,15,50,0.14,47292
10946,DaarkNemesis,30,10,50,0.57,41907
10946,RedStorm909,14,15,50,0.5,42623
10946,Filadan,20,12,50,0.9,45457
10946,Puntr,258,5,50,0.61,35046
10946,HoshimachiSuisei,64,9,50,0.94,67171
10946,Schrodingers_Kat,14,15,50,0.29,52530
10946,xxmichiganxmanxx,28,10,50,1.04,69510
10946,MilkAndWookiees,14,14,50,0.64,37993
10946,Scarpachi,82,10,50,0.38,30429
10946,Primaquine,48,10,50,0.54,36108
10946,Fulgural_Ninja,48,11,50,0.92,47983
10946,Dark_974,14,14,50,0.21,34305
10946,battledestroyer_808,28,12,50,0.64,56855
10946,Madam_Yes,34,12,50,0.47,52513
10946,dzamora91,16,11,50,0.31,36529
10946,tragicallynuts,76,10,50,0.62,41276
10946,frs017,64,10,50,0.41,42353
10946,stellar_yeti,16,14,50,0.25,46130
10946,stefan__2020,26,12,50,0.65,58912
10946,Uproar__,50,10,50,0.58,43961
10946,Casualfield,18,13,50,0.61,40771
10946,Filgood,134,8,50,0.49,46241
10946,vsqhopuzsvunp,24,12,50,0.79,55889
10946,xwraiths,44,12,50,0.36,42290
12122,spartan200,541,4,49.91,0.52,36043
12123,gerabo,485,1,49.9,0.68,49723
12124,metalfest,423,5,49.88,0.77,52200
12125,bigpapaboss,385,4,49.87,0.55,38033
12126,capnron65,341,3,49.85,0.57,52369
12126,lh47383,662,1,49.85,0.5,37061
12126,VivaRusia_1,335,6,49.85,0.48,30806
12129,skatmanmagic,317,4,49.84,0.66,51356
12130,Tsar_bombar,289,5,49.83,0.53,36798
12130,P_GT4,295,4,49.83,0.63,33165
12132,PaRtYbOy_x_DaN,271,6,49.82,0.66,47942
12132,chickenfromhawaii,279,5,49.82,0.7,56554
12134,WanderQuest,261,6,49.81,0.51,26745
12135,jean19paul,249,6,49.8,0.65,37966
12136,midnight70,237,7,49.79,0.65,42726
12136,MC_ZulphuR,239,5,49.79,0.69,59321
12136,xBlack_Dragonx,237,5,49.79,0.67,36340
12139,daikujin,223,6,49.78,0.54,40240
12139,One_Eyed_Wonder_Worm,229,7,49.78,0.55,29584
12139,Joyous_Vibes,229,5,49.78,0.68,49687
12142,N0Fe4r,432,4,49.77,0.49,39772
12142,SuddenPoopAttack,221,7,49.77,0.57,47851
12144,Wolfe67,207,9,49.76,0.59,50002
12144,humint_bigboss,420,6,49.76,0.63,49458
12144,Silver_kun,211,5,49.76,0.61,45349
12144,Wallce,422,5,49.76,0.47,34086
12148,jhs54,197,6,49.75,0.84,53593
12148,RoAdk1LL5,201,8,49.75,0.66,45270
12150,IzayoiHomura,189,8,49.74,0.84,66862
12151,ArchJuan,185,5,49.73,0.6,27585
12151,ManfredBishop,183,5,49.73,0.68,44168
12151,IzzyJay,183,8,49.73,0.62,35540
12151,BoneShaker13,187,7,49.73,0.56,50512
12155,FJPde_Grasse,179,5,49.72,0.58,38138
12155,haitao0048,527,4,49.72,0.78,62827
12157,DD450_Kmann,348,6,49.71,0.5,25750
12157,UNSC_INF,171,8,49.71,0.46,39905
12159,Morrimo,167,8,49.7,0.47,32359
12159,FMLYJewels,167,8,49.7,0.72,50253
12161,COLDOWN,161,8,49.69,0.5,39771
12161,MaddogGT,161,7,49.69,0.58,42542
12161,ONE_PUNCH_MAN_original,163,5,49.69,0.99,72655
12161,SteelWanderer,161,9,49.69,0.73,42123
12165,FroxSkull,157,6,49.68,0.78,60945
12166,Blitzkrieger,153,9,49.67,0.46,48209
12166,USSGeraldR_Forld_LS,153,9,49.67,0.52,44812
12168,JBcommander,147,6,49.66,0.65,42841
12168,cocteau2017,149,10,49.66,0.51,50789
12168,wolfsrain807,145,9,49.66,0.58,37084
12171,Sabene,288,4,49.65,0.57,29668
12172,NinjutsuUser,139,5,49.64,0.8,54011
12172,zhangzizhao,137,7,49.64,0.77,57762
12172,Vapor_warrior,139,7,49.64,0.54,41865
12175,hjack5555,135,10,49.63,0.33,18166
12175,Gallant_man,135,9,49.63,0.48,40968
12175,Dirk_Diggler_L,135,9,49.63,0.46,45833
12178,EddyKonig,133,7,49.62,0.68,45250
12178,DangoDc,260,4,49.62,0.83,63733
12178,_xx_Joe_xx_,133,8,49.62,0.47,30113
12181,Alia_iacta_Es,254,4,49.61,0.65,45238
12181,SUB750T,381,5,49.61,0.51,44184
12181,Ranger_224,389,5,49.61,0.38,32879
12181,fhernan07,129,6,49.61,0.85,53457
12181,VinceDW,127,10,49.61,0.48,40217
12186,Vaporizer1967,125,9,49.6,0.61,58789
12186,HAM_378,252,8,49.6,0.49,32541
12186,txsredeagle1957,125,9,49.6,0.62,50911
12189,mrTOUCHER,244,5,49.59,0.71,44109
12189,Faudron,121,10,49.59,0.79,62176
12189,Brix79,121,8,49.59,0.63,44510
12189,BersekmodeEVA,121,10,49.59,0.64,46032
12189,Eragon4567,123,8,49.59,0.56,51447
12189,SubShep,123,8,49.59,0.71,44048
12189,NoelWeiss,123,5,49.59,0.83,61132
12189,Admiral_Broadside,365,4,49.59,0.65,38653
12197,waterdotexe,119,9,49.58,0.56,52130
12197,dborovik,238,6,49.58,0.48,41933
12197,armoredback,119,9,49.58,0.65,53595
12197,CommieHunter,236,8,49.58,0.7,47118
12201,xingjun,234,8,49.57,0.72,60325
12201,RexSolus,115,10,49.57,0.75,66607
12201,virsuvius,115,10,49.57,0.46,47815
12201,djanico,115,9,49.57,0.5,34224
12201,xPesax,117,10,49.57,0.8,48080
12206,Unluckyimmortal,341,6,49.56,0.59,27646
12206,Capt_Thalassa,113,10,49.56,0.64,27263
12206,MaxParalax,113,8,49.56,0.65,30512
12206,Melinda_Brandini,341,4,49.56,0.74,52186
12210,GooseNeck42,111,9,49.55,0.83,66739
12210,Sensi_invader,220,7,49.55,0.7,36555
12210,Hamedas_Ahmadi,224,8,49.55,0.5,43813
12210,ROIWANG,559,4,49.55,0.56,42249
12210,Allan_2029,111,9,49.55,0.66,45173
12215,drdeath28,109,9,49.54,0.62,43370
12215,Finality,329,6,49.54,0.57,49771
12215,frankfletcher_1,109,8,49.54,0.53,51553
12215,LeonardoDiCaPrlo,109,6,49.54,0.62,58506
12219,ZinnG_,107,10,49.53,0.32,27320
12219,Crabtimus_Prime,214,6,49.53,0.71,54705
12219,YouBlinked,214,6,49.53,0.64,28772
12219,DJRemedy,107,9,49.53,0.6,27168
12219,Kevinfish32,321,4,49.53,0.57,45708
12219,Derfel_82,107,9,49.53,0.62,49219
12225,OrneryNeptune,208,7,49.52,0.68,37596
12225,Th3Gh0stH4aKeR503,105,9,49.52,0.93,64839
12227,Murddox,206,5,49.51,0.66,47972
12227,Dekaptador,204,10,49.51,0.52,42655
12227,Pig_Vampire,103,8,49.51,0.5,38266
12227,gos_15,103,9,49.51,0.73,54972
12231,Kurt_Knispel168,101,10,49.5,0.55,46320
12231,dewey1210,402,6,49.5,0.58,38050
12231,The_Madturk,299,5,49.5,0.75,61093
12234,KahlDragonborn,99,10,49.49,0.63,55286
12234,L_Shawnprinciple,198,6,49.49,0.59,47758
12236,OneHandClapping,97,10,49.48,0.28,23941
12236,dodecaedro,97,11,49.48,0.51,36166
12236,MR_Windsor,384,4,49.48,0.53,24860
12236,im2epic4u28,97,8,49.48,0.65,67748
12236,Almirantecabezon,97,10,49.48,0.62,64024
12236,Almirant_Drivia,287,6,49.48,0.64,48735
12242,yovinski,95,8,49.47,0.49,36170
12242,BamPewPew,95,9,49.47,0.73,47546
12242,tee_eyler,95,10,49.47,0.72,46334
12242,zippychippy,188,6,49.47,0.55,39830
12246,bobdafische1,93,10,49.46,0.6,47759
12246,mercury3000,93,10,49.46,0.75,50278
12246,Jaeger_1131,93,9,49.46,0.53,36686
12246,Martel14,184,5,49.46,0.58,46623
12246,Granny_Hawkins,93,10,49.46,0.48,34948
12246,jpatton49,186,9,49.46,0.73,42767
12252,damnskippy,91,10,49.45,0.48,32799
12252,ihsasum,91,6,49.45,0.88,56157
12252,Amexoiss,91,10,49.45,0.71,38887
12255,APCalculus,89,9,49.44,0.87,56128
12255,Onslot_1,89,9,49.44,0.82,43509
12255,Anathema154,89,10,49.44,0.67,53955
12255,Deep6Horizion,89,8,49.44,0.52,50795
12259,Draxar,87,10,49.43,0.75,59302
12259,Polaco39,87,9,49.43,0.75,66435
12259,PierryAbreu,87,9,49.43,0.69,61906
12259,markdaspot,87,9,49.43,0.63,39006
12259,hdevore,87,9,49.43,0.66,34196
12259,prospeckt,441,4,49.43,0.63,48822
12259,juanjaz,87,9,49.43,0.68,57891
12259,starblood13,265,6,49.43,0.6,34372
12259,tarkbaz,87,9,49.43,0.43,34367
12259,GNorm_unconquerable,87,9,49.43,0.68,34300
12259,Liquid_Painkiller_001,87,10,49.43,0.44,41867
12259,joaomariopv06,174,6,49.43,0.63,43706
12259,Alithian,87,9,49.43,0.84,60147
12272,MasterKennway,429,1,49.42,0.71,48570
12272,Admiral_Prien,172,6,49.42,0.49,33126
12272,Malevo_Arg,172,4,49.42,0.71,69397
12275,tankermagyar,255,5,49.41,0.53,27228
12275,madmonkey97,85,10,49.41,0.78,48731
12275,bignoodleman,85,9,49.41,0.66,61197
12275,IBUKIZAKURA,427,6,49.41,0.56,49705
12275,FaschingsschwankAusWien,85,7,49.41,0.62,45214
12280,AlterEgoHalifax,83,9,49.4,0.7,54520
12280,Poseidons_Maelstrom,83,7,49.4,0.7,55202
12280,ShareholderProfit,166,6,49.4,0.64,43797
12280,pablo_argentina,83,9,49.4,0.65,46542
12280,chulinguy,83,9,49.4,0.45,39770
12285,wilsonmann12345,164,6,49.39,0.73,59525
12285,ShackaLackaBOOMBOOM,245,10,49.39,0.67,52283
12285,Derosian,247,7,49.39,0.6,46938
12288,Rommelsbook,320,5,49.38,0.61,52451
12288,Bombardeiro22,81,9,49.38,0.63,42156
